"iyear","imonth","iday","country","country_txt","region","region_txt","provstate","crit1","crit2","crit3","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","gname","motive","individual","nperps","claimed","weaptype1","weaptype1_txt","nkill","nwound","INT_LOG","INT_IDEO"
1997,3,10,201,"Taiwan",4,"East Asia","Kaohsiung",0,1,1,0,1,0,4,"Hijacking",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Unknown",,1,1,,8,"Incendiary",0,0,-9,-9
1997,3,17,217,"United States",1,"North America","California",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Anti-Abortion extremists",,1,1,1,8,"Incendiary",0,0,-9,-9
1997,4,2,217,"United States",1,"North America","Montana",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Anti-Abortion extremists",,1,1,,8,"Incendiary",0,0,-9,-9
1997,6,9,124,"Malta",8,"Western Europe","Southern",1,1,1,0,1,0,4,"Hijacking",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Turkish radicals","The assailants asked to be taken to Cologne and demanded the release of Mehmet Ali Agca, a Turkish man who was in prison in Italy for attempting to assassinate Pope John Paul in 1981",1,2,1,7,"Fake Weapons",0,0,1,1
1998,2,12,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",68,"Named Civilian","Unknown","Unknown",1,,0,6,"Explosives",0,1,-9,-9
1998,2,12,102,"Jordan",10,"Middle East & North Africa","Amman",1,1,1,0,0,0,3,"Bombing/Explosion",7,"Government (Diplomatic)",46,"Embassy/Consulate","Unknown","The perpetrator admitted that he had carried out this action in support of Iraq and as an act of revenge against the forces that will carry out a military operation against it, including British forces.",1,1,1,6,"Explosives",0,0,-9,-9
1998,3,5,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Unknown","Unknown",1,1,0,6,"Explosives",0,1,-9,-9
1998,3,17,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,0,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Unknown","Unknown",1,,0,6,"Explosives",0,0,-9,-9
1998,3,26,217,"United States",1,"North America","California",1,1,1,0,0,0,8,"Unarmed Assault",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Unknown",1,1,0,2,"Chemical",0,0,-9,-9
1998,4,5,74,"Georgia",7,"Central Asia","Samegrelo-Zemo Svaneti",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Unknown","Unknown",1,2,0,5,"Firearms",5,6,-9,-9
1998,4,6,217,"United States",1,"North America","North Dakota",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Unknown","Hanson indicated that he supports abortion rights, but that he does not think the federal government should protect clinics.",1,1,0,8,"Incendiary",0,0,-9,-9
1998,7,24,217,"United States",1,"North America","District of Columbia",1,1,1,0,1,0,2,"Armed Assault",2,"Government (General)",21,"Government Building/Facility/Office","Unknown","Unknown",1,1,0,5,"Firearms",2,1,-9,-9
1998,7,27,228,"Yemen",10,"Middle East & North Africa","Al Hudaydah",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Christian extremists","Abdullah al-Nashri, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the nuns because they were preaching Christianity.",1,1,1,5,"Firearms",3,0,-9,-9
1998,12,2,14,"Australia",12,"Australasia & Oceania","New South Wales",0,1,1,1,1,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Unknown",1,1,0,6,"Explosives",0,0,-9,-9
1998,12,2,14,"Australia",12,"Australasia & Oceania","Australian Capital Territory",0,1,1,1,1,0,3,"Bombing/Explosion",2,"Government (General)",21,"Government Building/Facility/Office","Unknown","Unknown",1,1,0,6,"Explosives",0,2,-9,-9
1998,12,2,14,"Australia",12,"Australasia & Oceania","Victoria",0,1,1,1,1,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Unknown",1,1,0,6,"Explosives",0,0,-9,-9
1998,12,3,14,"Australia",12,"Australasia & Oceania","Australian Capital Territory",0,1,1,1,1,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Unknown",1,1,0,6,"Explosives",0,0,-9,-9
1999,3,2,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,1,0,4,"Hijacking",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Unknown","Greater European unity",1,1,1,6,"Explosives",0,0,-9,-9
1999,3,19,217,"United States",1,"North America","New Mexico",1,1,1,0,0,0,3,"Bombing/Explosion",12,"NGO",61,"Domestic NGO","Anti-Environmentalists","Unknown",1,,0,6,"Explosives",0,0,-9,-9
1999,3,26,217,"United States",1,"North America","District of Columbia",1,1,1,0,1,0,3,"Bombing/Explosion",2,"Government (General)",17,"Head of State","Unknown","Alexander's motive was unclear, however he stated that he admired Oklahoma City bomber Timothy McVeigh and Theodore Kaczynski the Unabomber.",1,1,1,6,"Explosives",0,0,-9,-9
1999,3,28,217,"United States",1,"North America","Texas",1,1,1,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",85,"Religious Figure","Unknown","Alexander's motive was unclear, however he stated that he admired Oklahoma City bomber Timothy McVeigh and Theodore Kaczynski the Unabomber.",1,1,1,6,"Explosives",0,0,-9,-9
1999,3,29,217,"United States",1,"North America","Nevada",1,1,1,0,0,0,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Alexander's motive was unclear, however he stated that he admired Oklahoma City bomber Timothy McVeigh and Theodore Kaczynski the Unabomber.",1,1,1,6,"Explosives",0,0,-9,-9
1999,4,17,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Neo-Nazi extremists","The assailant indicated he wanted the attacks to be the spark to set fire to this country - stirring up a racial war which would cause whites to vote for the British National Party. He was initially inspired by the 1996 bombing at the Atlanta Olympics in the United States.",1,1,1,6,"Explosives",0,48,-9,-9
1999,4,20,217,"United States",1,"North America","Colorado",0,1,1,0,1,1,6,"Hostage Taking (Kidnapping)",8,"Educational Institution",48,"Teacher/Professor/Instructor","Unknown","Unknown",1,2,0,5,"Firearms",15,24,-9,-9
1999,4,24,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Neo-Nazi extremists","The assailant indicated he wanted the attacks to be the spark to set fire to this country - stirring up a racial war which would cause whites to vote for the British National Party. He was initially inspired by the 1996 bombing at the Atlanta Olympics in the United States.",1,1,1,6,"Explosives",0,13,-9,-9
1999,4,30,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",2,"Restaurant/Bar/Café","Neo-Nazi extremists","The assailant indicated he wanted the attacks to be the spark to set fire to this country - stirring up a racial war which would cause whites to vote for the British National Party. He was initially inspired by the 1996 bombing at the Atlanta Olympics in the United States.",1,1,1,6,"Explosives",3,79,-9,-9
1999,6,18,217,"United States",1,"North America","California",1,1,1,1,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Semitic extremists","The perpetrators blamed Jewish media leaders for the war in Kosovo.",1,,1,8,"Incendiary",0,0,-9,-9
1999,6,18,217,"United States",1,"North America","California",1,1,1,1,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Semitic extremists","Unknown",1,,0,8,"Incendiary",0,0,-9,-9
1999,6,18,217,"United States",1,"North America","California",1,1,1,1,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Semitic extremists","Unknown",1,,0,8,"Incendiary",0,0,-9,-9
1999,6,23,1003,"Kosovo",9,"Eastern Europe","Kosovo",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",1,"Business",5,"Industrial/Textiles/Factory","Albanian extremists","Unknown",1,,0,5,"Firearms",0,0,1,1
1999,7,13,167,"Russia",9,"Eastern Europe","Moscow",1,1,1,0,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",85,"Religious Figure","Anti-Semitic extremists","The assailant clamed he was, fighting against evil, in other words, Judaism.",1,1,1,9,"Melee",1,0,-9,-9
1999,8,31,217,"United States",1,"North America","Florida",1,1,1,0,0,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building","White supremacists/nationalists","The bomber was racially motivated.",1,1,1,6,"Explosives",0,0,-9,-9
1999,9,23,217,"United States",1,"North America","Florida",1,1,1,0,1,0,3,"Bombing/Explosion",8,"Educational Institution",49,"School/University/Educational Building","White supremacists/nationalists","The bomber was racially motivated.",1,1,1,6,"Explosives",0,0,-9,-9
1999,10,27,12,"Armenia",7,"Central Asia","Yerevan",1,1,1,0,1,0,2,"Armed Assault",2,"Government (General)",17,"Head of State","Armenian nationalists","Unanian stated that he acted to save Armenia from economic and political disintegration, saying the attack was a ''patriotic action.''",1,5,0,5,"Firearms",8,,0,0
1999,11,21,235,"Yugoslavia",9,"Eastern Europe","Cetinje",1,1,1,0,1,0,9,"Unknown",15,"Religious Figures/Institutions",85,"Religious Figure","Unknown","Unknown",1,2,0,13,"Unknown",0,1,-9,-9
1999,11,23,102,"Jordan",10,"Middle East & North Africa","Amman",1,1,1,0,0,0,2,"Armed Assault",7,"Government (Diplomatic)",46,"Embassy/Consulate","Unknown","Unknown",1,1,1,5,"Firearms",0,1,-9,-9
2000,1,0,101,"Japan",4,"East Asia","Naka District, Ibaraki",1,1,1,0,0,0,3,"Bombing/Explosion",21,"Utilities",,,"Unknown","The perpetrator was angry at JCO Co, the company that owned the uranium processing plant that had a nuclear accident",1,1,1,6,"Explosives",0,0,-9,-9
2000,3,1,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",71,"Race/Ethnicity Identified","Anti-White extremists","The specific motive is unclear, but Taylor targeted white people and reportedly told black people he encountered that he did not intend to hurt them.",1,1,0,5,"Firearms",1,0,-9,-9
2000,3,1,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",1,"Business",2,"Restaurant/Bar/Café","Anti-White extremists","The specific motive is unclear, but Taylor targeted white people and reportedly told black people he encountered that he did not intend to hurt them.",1,1,0,5,"Firearms",1,0,-9,-9
2000,3,1,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",1,"Business",2,"Restaurant/Bar/Café","Anti-White extremists","The specific motive is unclear, but Taylor targeted white people and reportedly told black people he encountered that he did not intend to hurt them.",1,1,0,5,"Firearms",1,2,-9,-9
2000,3,1,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,5,"Hostage Taking (Barricade Incident)",1,"Business",6,"Medical/Pharmaceutical","Anti-White extremists","The specific motive is unclear, but Taylor targeted white people and reportedly told black people he encountered that he did not intend to hurt them.",1,1,0,5,"Firearms",0,0,-9,-9
2000,3,22,16,"Azerbaijan",7,"Central Asia","Khankendi",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Specific motive is unknown, but government authorities state that the incident was designed to undermine democratic reform",1,-99,0,5,"Firearms",0,3,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",69,"Religion Identified","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",1,0,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",0,0,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",1,"Business",7,"Retail/Grocery/Bakery","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",1,1,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",0,0,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",1,"Business",2,"Restaurant/Bar/Café","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",2,0,-9,-9
2000,4,28,217,"United States",1,"North America","Pennsylvania",1,1,1,1,1,0,2,"Armed Assault",1,"Business",11,"Entertainment/Cultural/Stadium/Casino","White supremacists/nationalists","Baumhammers reportedly hoped to unite the far-right behind his anti-immigrant Free Market Party. In a short manifesto found in his home he argued that European Americans were being replaced by minorities.",1,1,1,5,"Firearms",1,0,-9,-9
2000,5,27,217,"United States",1,"North America","Oregon",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",1,"Business",1,"Gas/Oil/Electric","Environmentalists","The specific motive is unknown.",1,2,0,8,"Incendiary",0,0,-9,-9
2000,6,16,217,"United States",1,"North America","Oregon",1,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Environmentalists","The specific motive is unknown; however the incident occurred during a series of events which became known as the Seven Weeks Revolt, held by local activists.",1,2,0,6,"Explosives",0,0,-9,-9
2000,6,28,95,"Iraq",10,"Middle East & North Africa","Unknown",1,1,1,0,1,0,2,"Armed Assault",7,"Government (Diplomatic)",47,"International Organization (peacekeeper, aid agency, compound)","Unknown","Haydar demanded compensation for Iraqi victims of UN sanctions, resumption of flights between Baghdad and Amman, Jordan, an end to the U.S.-UK air strikes and a statue outside UN headquarters in memory of Iraqi children who have died because of the sanctions.",1,1,0,5,"Firearms",2,7,-9,-9
2000,7,27,75,"Germany",8,"Western Europe","North Rhine-Westphalia",1,1,1,0,1,0,3,"Bombing/Explosion",19,"Transportation",100,"Train/Train Tracks/Trolley","Neo-Nazi extremists","Unknown",1,,0,6,"Explosives",0,10,-9,-9
2000,9,12,19,"Bangladesh",6,"South Asia","Chittagong",1,1,1,0,1,0,5,"Hostage Taking (Barricade Incident)",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","Azad made seven social demands that he insisted on the Prime Minister of Bangladesh, Sheikh Hasina Wajed, immediately address.",1,1,1,5,"Firearms",0,0,-9,-9
2000,9,14,164,"Qatar",10,"Middle East & North Africa","Doha",1,1,1,0,1,0,4,"Hijacking",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Iraqi extremists","Mr. Juhayyid's motive was to reach Saudi Arabia where he believed he could obtain asylum from the UN.  He insisted on not going to Amman for he feared the Jordanian authorities would return him to Iraq.",1,1,1,9,"Melee",0,0,1,1
